word,CH1_frequency,CH1_rank,CH2_frequency,CH2_rank,CH3_frequency,CH3_rank,CH4_frequency,CH4_rank,CH5_frequency,CH5_rank,CH6_frequency,CH6_rank,CH7_frequency,CH7_rank,CH8_frequency,CH8_rank,CH9_frequency,CH9_rank,CH10_frequency,CH10_rank,CH11_frequency,CH11_rank,CH12_frequency,CH12_rank,CH13_frequency,CH13_rank,CH14_frequency,CH14_rank,CH15_frequency,CH15_rank,CH16_frequency,CH16_rank,CH17_frequency,CH17_rank,CH18_frequency,CH18_rank,CH19_frequency,CH19_rank,CH20_frequency,CH20_rank,CH21_frequency,CH21_rank,CH22_frequency,CH22_rank,CH23_frequency,CH23_rank,CH24_frequency,CH24_rank,CH25_frequency,CH25_rank,CH26_frequency,CH26_rank,CH27_frequency,CH27_rank,CH28_frequency,CH28_rank,CH29_frequency,CH29_rank,CH30_frequency,CH30_rank,CH31_frequency,CH31_rank,CH32_frequency,CH32_rank,CH33_frequency,CH33_rank,CH34_frequency,CH34_rank,CH35_frequency,CH35_rank,CH36_frequency,CH36_rank,CH37_frequency,CH37_rank,CH38_frequency,CH38_rank,CH39_frequency,CH39_rank,CH40_frequency,CH40_rank,CH41_frequency,CH41_rank,CH42_frequency,CH42_rank,CH43_frequency,CH43_rank,CH44_frequency,CH44_rank,CH45_frequency,CH45_rank,CH46_frequency,CH46_rank,CH47_frequency,CH47_rank,CH48_frequency,CH48_rank,CH49_frequency,CH49_rank,CH50_frequency,CH50_rank,Total_frequency,Total_rank
how,3.0,39.0,,,2.0,180.0,,,2.0,81.0,1.0,311.0,1.0,399.0,3.0,69.0,1.0,310.0,1.0,509.0,1.0,220.0,3.0,101.0,3.0,152.0,3.0,65.0,2.0,47.0,3.0,85.0,2.0,153.0,3.0,34.0,4.0,41.0,2.0,59.0,3.0,99.0,1.0,343.0,2.0,129.0,3.0,71.0,3.0,95.0,2.0,207.0,,,3.0,68.0,2.0,137.0,3.0,80.0,3.0,110.0,2.0,121.0,1.0,169.0,2.0,76.0,3.0,66.0,1.0,288.0,2.0,152.0,2.0,125.0,3.0,118.0,3.0,33.0,2.0,263.0,2.0,127.0,7.0,25.0,7.0,41.0,4.0,51.0,3.0,148.0,2.0,226.0,2.0,53.0,2.0,232.0,3.0,62.0,133.0,46.0
let,3.0,40.0,8.0,11.0,2.0,179.0,6.0,20.0,1.0,365.0,1.0,523.0,2.0,166.0,,,4.0,36.0,1.0,419.0,,,4.0,70.0,7.0,30.0,5.0,29.0,1.0,293.0,2.0,210.0,1.0,480.0,1.0,482.0,1.0,687.0,4.0,31.0,2.0,185.0,4.0,47.0,4.0,41.0,5.0,42.0,,,3.0,89.0,1.0,254.0,1.0,236.0,,,5.0,39.0,3.0,107.0,4.0,49.0,1.0,318.0,2.0,77.0,4.0,47.0,1.0,423.0,,,1.0,311.0,1.0,771.0,1.0,529.0,3.0,143.0,7.0,12.0,,,,,5.0,44.0,5.0,57.0,4.0,68.0,,,3.0,155.0,2.0,94.0,129.0,49.0
acceptances,3.0,41.0,1.0,515.0,,,,,,,,,,,,,2.0,88.0,,,,,,,,,,,1.0,399.0,,,,,,,,,,,,,,,,,,,2.0,131.0,,,,,,,,,,,1.0,767.0,,,,,,,,,,,,,,,,,1.0,591.0,,,3.0,51.0,,,,,,,,,1.0,877.0,,,2.0,169.0,,,19.0,641.0
position,3.0,42.0,,,,,,,,,,,1.0,248.0,20.0,2.0,1.0,321.0,,,2.0,96.0,,,3.0,117.0,,,,,7.0,15.0,1.0,251.0,5.0,19.0,3.0,59.0,1.0,472.0,20.0,2.0,,,1.0,452.0,5.0,37.0,1.0,700.0,,,,,,,,,1.0,220.0,,,,,,,2.0,57.0,,,1.0,426.0,,,6.0,18.0,10.0,16.0,1.0,351.0,3.0,135.0,1.0,285.0,18.0,6.0,,,4.0,48.0,,,2.0,197.0,,,,,,,124.0,54.0
use,3.0,43.0,4.0,36.0,6.0,20.0,4.0,31.0,,,6.0,22.0,4.0,33.0,5.0,29.0,3.0,57.0,4.0,31.0,,,4.0,51.0,2.0,211.0,3.0,55.0,5.0,9.0,6.0,21.0,4.0,42.0,2.0,70.0,4.0,39.0,6.0,12.0,2.0,214.0,2.0,214.0,2.0,99.0,1.0,379.0,6.0,25.0,2.0,205.0,3.0,40.0,7.0,29.0,15.0,2.0,1.0,453.0,11.0,8.0,6.0,18.0,4.0,23.0,4.0,15.0,4.0,40.0,1.0,258.0,2.0,90.0,3.0,45.0,4.0,76.0,3.0,20.0,12.0,10.0,2.0,104.0,28.0,2.0,16.0,7.0,3.0,88.0,4.0,78.0,9.0,17.0,1.0,348.0,16.0,10.0,1.0,373.0,327.0,10.0
informal,3.0,44.0,2.0,84.0,,,1.0,373.0,,,1.0,217.0,,,,,,,,,,,,,,,,,3.0,25.0,1.0,452.0,,,1.0,274.0,,,1.0,249.0,,,,,,,,,,,,,1.0,179.0,,,,,1.0,356.0,5.0,44.0,,,,,,,1.0,196.0,,,,,,,1.0,376.0,,,,,1.0,435.0,1.0,362.0,,,,,,,,,,,4.0,96.0,,,37.0,315.0
tell,3.0,45.0,3.0,61.0,2.0,97.0,5.0,24.0,1.0,368.0,1.0,529.0,2.0,111.0,1.0,269.0,3.0,50.0,2.0,118.0,,,1.0,524.0,3.0,111.0,5.0,24.0,,,1.0,273.0,2.0,141.0,,,,,3.0,40.0,3.0,103.0,14.0,5.0,,,3.0,77.0,4.0,54.0,3.0,118.0,,,3.0,79.0,1.0,296.0,6.0,25.0,2.0,225.0,7.0,13.0,1.0,178.0,,,,,1.0,421.0,3.0,60.0,5.0,22.0,5.0,51.0,1.0,204.0,6.0,42.0,3.0,59.0,4.0,72.0,1.0,414.0,6.0,26.0,6.0,40.0,2.0,152.0,1.0,242.0,1.0,332.0,2.0,81.0,132.0,47.0
inviting,3.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,205.0,,,,,,,,,,,,,1.0,299.0,1.0,439.0,,,,,1.0,617.0,,,1.0,231.0,4.0,78.0,1.0,416.0,1.0,288.0,,,,,1.0,155.0,,,,,2.0,162.0,,,,,,,,,,,,,,,1.0,678.0,,,,,,,18.0,680.0
kind,3.0,47.0,2.0,143.0,,,2.0,93.0,,,,,,,1.0,613.0,,,1.0,148.0,3.0,33.0,,,,,,,1.0,211.0,,,,,,,1.0,423.0,,,,,1.0,358.0,1.0,143.0,,,1.0,247.0,1.0,655.0,,,,,1.0,638.0,1.0,489.0,2.0,199.0,2.0,80.0,,,,,,,,,,,1.0,544.0,5.0,45.0,,,1.0,710.0,4.0,35.0,,,,,3.0,118.0,,,6.0,38.0,,,4.0,78.0,,,53.0,208.0
asking,3.0,48.0,,,1.0,256.0,1.0,213.0,,,,,,,,,2.0,77.0,1.0,295.0,1.0,361.0,,,2.0,271.0,,,,,,,3.0,64.0,,,1.0,397.0,1.0,482.0,1.0,283.0,1.0,710.0,,,1.0,578.0,6.0,22.0,1.0,438.0,1.0,169.0,1.0,393.0,1.0,573.0,3.0,78.0,,,,,,,1.0,168.0,2.0,76.0,,,1.0,310.0,2.0,83.0,6.0,32.0,,,3.0,115.0,,,,,3.0,124.0,1.0,311.0,,,,,,,1.0,347.0,,,54.0,200.0
application,3.0,49.0,3.0,77.0,,,,,,,,,,,15.0,3.0,2.0,76.0,,,,,,,,,,,,,3.0,72.0,6.0,18.0,,,,,,,6.0,29.0,,,2.0,118.0,3.0,96.0,,,,,,,,,,,,,,,1.0,423.0,2.0,104.0,,,,,2.0,103.0,,,2.0,109.0,9.0,19.0,1.0,193.0,,,,,2.0,169.0,,,,,,,,,,,,,1.0,467.0,67.0,151.0
week,3.0,50.0,5.0,31.0,,,3.0,42.0,,,1.0,517.0,1.0,695.0,2.0,113.0,8.0,12.0,1.0,423.0,1.0,380.0,1.0,590.0,2.0,299.0,,,,,4.0,65.0,,,,,,,,,,,3.0,93.0,,,7.0,20.0,1.0,550.0,2.0,136.0,,,,,,,1.0,423.0,2.0,165.0,3.0,52.0,1.0,348.0,4.0,18.0,1.0,370.0,1.0,328.0,,,,,2.0,174.0,,,4.0,89.0,,,1.0,972.0,5.0,76.0,5.0,43.0,2.0,265.0,2.0,170.0,,,3.0,145.0,,,85.0,107.0
extension,3.0,51.0,,,,,,,,,,,,,,,,,,,,,1.0,582.0,,,,,,,1.0,538.0,,,,,,,,,1.0,644.0,,,,,,,,,,,,,,,,,,,1.0,475.0,,,,,,,,,,,,,,,,,,,1.0,325.0,,,,,,,,,,,,,,,,,,,8.0,1353.0
contract,3.0,52.0,3.0,48.0,1.0,581.0,,,,,,,1.0,210.0,,,1.0,307.0,1.0,425.0,1.0,377.0,,,,,1.0,190.0,19.0,1.0,4.0,59.0,1.0,220.0,2.0,125.0,,,,,2.0,238.0,,,3.0,64.0,1.0,575.0,,,,,1.0,119.0,,,5.0,16.0,2.0,180.0,,,,,,,,,,,,,,,2.0,142.0,1.0,634.0,3.0,27.0,3.0,141.0,,,,,,,,,,,,,,,,,,,61.0,169.0
call,3.0,53.0,9.0,9.0,2.0,165.0,1.0,559.0,,,5.0,39.0,1.0,201.0,5.0,30.0,6.0,13.0,2.0,107.0,1.0,349.0,4.0,72.0,6.0,38.0,2.0,79.0,1.0,291.0,6.0,23.0,,,2.0,114.0,3.0,62.0,6.0,13.0,4.0,75.0,,,4.0,38.0,6.0,27.0,4.0,65.0,8.0,21.0,,,3.0,88.0,4.0,30.0,5.0,38.0,5.0,50.0,,,1.0,199.0,3.0,31.0,,,,,1.0,216.0,2.0,110.0,,,2.0,70.0,6.0,38.0,2.0,121.0,1.0,519.0,9.0,20.0,2.0,217.0,4.0,79.0,1.0,862.0,,,3.0,156.0,2.0,86.0,154.0,31.0
help,3.0,54.0,,,,,2.0,123.0,,,1.0,275.0,,,2.0,134.0,,,2.0,120.0,1.0,243.0,2.0,177.0,5.0,54.0,1.0,610.0,,,3.0,116.0,2.0,146.0,3.0,41.0,,,1.0,503.0,3.0,97.0,4.0,61.0,,,1.0,489.0,22.0,1.0,9.0,19.0,3.0,44.0,3.0,91.0,3.0,51.0,1.0,269.0,2.0,202.0,,,,,6.0,7.0,,,1.0,434.0,1.0,188.0,3.0,52.0,9.0,18.0,1.0,293.0,4.0,67.0,1.0,489.0,4.0,76.0,2.0,346.0,4.0,58.0,7.0,35.0,2.0,146.0,2.0,91.0,,,7.0,12.0,138.0,42.0
come,2.0,55.0,,,1.0,266.0,1.0,596.0,1.0,354.0,2.0,196.0,,,4.0,37.0,1.0,328.0,,,,,,,4.0,97.0,2.0,138.0,,,1.0,289.0,1.0,324.0,1.0,493.0,1.0,575.0,,,,,2.0,220.0,,,1.0,569.0,1.0,565.0,3.0,107.0,1.0,328.0,3.0,89.0,,,,,2.0,145.0,1.0,469.0,,,1.0,383.0,,,,,,,,,,,,,,,,,,,4.0,98.0,2.0,236.0,1.0,405.0,1.0,857.0,,,4.0,103.0,7.0,7.0,57.0,186.0
writing,2.0,56.0,3.0,64.0,2.0,130.0,5.0,25.0,1.0,367.0,,,4.0,34.0,1.0,470.0,1.0,246.0,5.0,22.0,10.0,4.0,3.0,76.0,12.0,7.0,3.0,58.0,1.0,139.0,4.0,68.0,3.0,66.0,3.0,40.0,4.0,42.0,2.0,48.0,6.0,32.0,13.0,6.0,,,8.0,13.0,5.0,37.0,4.0,62.0,,,2.0,95.0,1.0,278.0,3.0,70.0,,,4.0,38.0,,,3.0,23.0,2.0,106.0,,,4.0,31.0,8.0,8.0,3.0,105.0,2.0,82.0,9.0,20.0,3.0,55.0,3.0,122.0,,,10.0,10.0,5.0,47.0,1.0,636.0,1.0,177.0,3.0,121.0,,,200.0,20.0
sure,2.0,57.0,2.0,101.0,1.0,658.0,3.0,60.0,1.0,360.0,,,,,,,,,,,,,1.0,512.0,2.0,209.0,,,,,1.0,650.0,,,1.0,199.0,1.0,373.0,1.0,342.0,,,,,1.0,315.0,3.0,94.0,1.0,551.0,5.0,55.0,,,1.0,303.0,2.0,135.0,3.0,65.0,,,1.0,502.0,,,1.0,386.0,1.0,368.0,,,,,,,2.0,264.0,1.0,217.0,,,,,1.0,716.0,4.0,104.0,6.0,30.0,2.0,270.0,1.0,610.0,2.0,64.0,,,,,58.0,182.0
requests,2.0,58.0,3.0,56.0,,,,,,,,,,,,,,,,,,,3.0,108.0,,,,,,,,,1.0,273.0,,,,,,,3.0,84.0,,,,,1.0,357.0,1.0,270.0,,,,,,,1.0,322.0,1.0,337.0,2.0,251.0,,,,,,,1.0,162.0,1.0,140.0,,,,,5.0,42.0,,,8.0,23.0,3.0,53.0,,,,,1.0,479.0,,,,,2.0,44.0,,,,,50.0,222.0
franchise,2.0,59.0,,,,,,,,,,,,,4.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,762.0,,,,,,,,,,,,,,,7.0,1479.0
wedding,2.0,60.0,2.0,91.0,,,,,7.0,11.0,3.0,62.0,,,,,,,,,,,,,,,2.0,82.0,,,,,,,,,,,,,,,3.0,119.0,,,2.0,156.0,,,,,,,,,,,,,8.0,14.0,,,,,,,,,,,,,,,2.0,149.0,,,,,3.0,75.0,,,,,4.0,64.0,1.0,560.0,8.0,18.0,,,75.0,1.0,,,126.0,51.0
proposal,2.0,61.0,2.0,122.0,,,1.0,632.0,,,,,,,,,,,,,,,,,,,,,1.0,190.0,1.0,488.0,,,,,1.0,713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,321.0,,,,,,,2.0,88.0,,,4.0,61.0,19.0,2.0,,,1.0,525.0,,,,,,,,,,,,,,,,,35.0,330.0
repeat,2.0,62.0,1.0,209.0,2.0,110.0,,,,,,,2.0,139.0,,,3.0,51.0,,,,,,,,,,,,,1.0,367.0,,,,,,,,,2.0,167.0,,,,,3.0,79.0,,,,,,,,,1.0,207.0,,,,,,,,,,,,,,,,,,,,,,,1.0,501.0,1.0,313.0,,,1.0,442.0,2.0,199.0,,,,,2.0,60.0,2.0,230.0,,,26.0,469.0
contribution,2.0,63.0,1.0,265.0,,,,,,,,,,,,,1.0,391.0,,,1.0,427.0,,,,,,,,,,,,,,,,,1.0,493.0,,,,,,,,,13.0,6.0,1.0,589.0,,,,,,,,,1.0,489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,304.0,1.0,584.0,3.0,104.0,,,,,,,26.0,470.0
duties,2.0,64.0,,,,,,,,,,,,,1.0,507.0,,,,,,,,,,,,,,,,,,,1.0,461.0,,,,,1.0,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,126.0,,,,,,,,,1.0,387.0,,,,,1.0,365.0,,,,,,,2.0,79.0,11.0,1069.0
host,2.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,405.0,,,2.0,198.0,,,6.0,1667.0
expression,2.0,66.0,,,,,,,,,3.0,74.0,1.0,327.0,,,1.0,164.0,,,1.0,259.0,1.0,268.0,1.0,665.0,1.0,311.0,,,1.0,275.0,,,,,,,,,5.0,44.0,1.0,311.0,,,2.0,110.0,,,,,,,1.0,233.0,,,1.0,232.0,2.0,234.0,1.0,440.0,,,,,1.0,264.0,,,,,,,1.0,462.0,,,1.0,504.0,1.0,220.0,,,,,3.0,78.0,2.0,174.0,2.0,240.0,,,3.0,110.0,,,40.0,288.0
part,2.0,67.0,,,,,,,,,1.0,376.0,1.0,498.0,2.0,152.0,1.0,238.0,4.0,35.0,1.0,205.0,,,1.0,889.0,1.0,577.0,1.0,137.0,3.0,111.0,,,,,1.0,393.0,1.0,514.0,3.0,116.0,2.0,197.0,,,1.0,505.0,3.0,93.0,1.0,369.0,,,5.0,41.0,1.0,598.0,1.0,539.0,,,,,,,,,,,,,,,1.0,545.0,5.0,47.0,1.0,317.0,1.0,513.0,,,,,3.0,121.0,3.0,81.0,1.0,471.0,3.0,106.0,,,,,1.0,454.0,62.0,166.0
take,2.0,68.0,1.0,424.0,3.0,49.0,6.0,19.0,,,,,1.0,183.0,1.0,387.0,2.0,102.0,,,2.0,77.0,5.0,45.0,5.0,51.0,2.0,139.0,,,,,1.0,305.0,1.0,348.0,3.0,61.0,,,2.0,215.0,2.0,222.0,1.0,333.0,,,5.0,41.0,3.0,85.0,1.0,196.0,2.0,171.0,4.0,35.0,6.0,27.0,2.0,228.0,1.0,590.0,2.0,109.0,7.0,4.0,2.0,138.0,1.0,331.0,,,2.0,112.0,2.0,240.0,,,2.0,270.0,1.0,321.0,1.0,1131.0,3.0,135.0,4.0,55.0,4.0,80.0,1.0,472.0,3.0,25.0,3.0,140.0,,,106.0,70.0
evening,2.0,69.0,,,,,2.0,157.0,,,,,,,,,1.0,373.0,,,,,,,,,1.0,460.0,1.0,292.0,,,,,,,,,,,,,1.0,601.0,,,1.0,519.0,,,1.0,598.0,,,,,,,,,4.0,68.0,,,,,1.0,338.0,,,1.0,430.0,,,,,1.0,644.0,,,2.0,284.0,,,,,3.0,186.0,1.0,717.0,1.0,758.0,1.0,719.0,1.0,379.0,,,1.0,143.0,27.0,449.0
try,2.0,70.0,,,,,2.0,115.0,,,1.0,691.0,1.0,351.0,,,,,,,,,1.0,323.0,,,,,,,2.0,151.0,,,,,1.0,688.0,,,,,1.0,738.0,,,,,1.0,676.0,1.0,585.0,,,1.0,271.0,,,,,,,2.0,104.0,,,1.0,237.0,,,,,2.0,154.0,,,2.0,142.0,,,,,1.0,592.0,1.0,515.0,,,2.0,165.0,1.0,502.0,1.0,340.0,,,,,,,28.0,429.0
good,2.0,71.0,,,7.0,12.0,8.0,11.0,6.0,17.0,4.0,40.0,8.0,10.0,4.0,38.0,,,5.0,21.0,6.0,15.0,8.0,23.0,5.0,56.0,11.0,9.0,1.0,207.0,5.0,40.0,5.0,34.0,6.0,7.0,3.0,67.0,1.0,469.0,6.0,27.0,8.0,24.0,2.0,82.0,4.0,52.0,4.0,49.0,8.0,28.0,6.0,11.0,10.0,8.0,1.0,333.0,4.0,57.0,1.0,633.0,4.0,29.0,,,5.0,8.0,2.0,74.0,,,2.0,91.0,,,12.0,12.0,2.0,86.0,4.0,62.0,4.0,29.0,7.0,22.0,3.0,141.0,6.0,29.0,10.0,13.0,9.0,16.0,1.0,365.0,3.0,131.0,4.0,34.0,240.0,16.0
send,2.0,72.0,2.0,132.0,1.0,555.0,1.0,322.0,8.0,9.0,3.0,87.0,1.0,581.0,2.0,94.0,1.0,140.0,1.0,301.0,2.0,59.0,9.0,17.0,8.0,22.0,2.0,77.0,1.0,183.0,5.0,42.0,2.0,150.0,,,,,11.0,4.0,1.0,507.0,3.0,109.0,7.0,13.0,6.0,25.0,6.0,31.0,8.0,22.0,3.0,41.0,9.0,10.0,2.0,129.0,1.0,592.0,3.0,125.0,3.0,62.0,2.0,76.0,1.0,151.0,5.0,24.0,1.0,175.0,3.0,52.0,1.0,283.0,3.0,122.0,3.0,26.0,13.0,9.0,4.0,37.0,1.0,364.0,6.0,47.0,2.0,184.0,9.0,20.0,6.0,35.0,3.0,40.0,8.0,35.0,2.0,93.0,190.0,22.0
brief,2.0,73.0,,,,,,,,,,,,,1.0,204.0,2.0,97.0,4.0,34.0,1.0,161.0,1.0,260.0,1.0,476.0,1.0,278.0,,,2.0,159.0,1.0,349.0,,,,,1.0,177.0,7.0,21.0,1.0,495.0,,,3.0,81.0,2.0,163.0,2.0,164.0,2.0,77.0,,,1.0,277.0,1.0,501.0,,,2.0,93.0,,,,,,,1.0,128.0,2.0,83.0,1.0,256.0,3.0,112.0,,,1.0,400.0,3.0,79.0,3.0,96.0,,,2.0,196.0,2.0,217.0,,,1.0,176.0,1.0,536.0,1.0,231.0,68.0,149.0
answer,2.0,74.0,1.0,475.0,1.0,391.0,1.0,260.0,,,1.0,416.0,,,,,1.0,219.0,,,1.0,119.0,,,,,,,,,,,,,,,,,2.0,112.0,3.0,93.0,1.0,705.0,,,,,1.0,725.0,1.0,282.0,,,,,1.0,481.0,,,1.0,524.0,1.0,504.0,,,,,,,,,1.0,223.0,,,,,,,3.0,119.0,3.0,48.0,,,1.0,468.0,2.0,161.0,,,,,,,,,2.0,88.0,32.0,367.0
word,2.0,75.0,,,1.0,278.0,1.0,205.0,,,,,,,,,1.0,189.0,1.0,206.0,1.0,191.0,1.0,311.0,,,1.0,218.0,,,2.0,175.0,1.0,367.0,,,1.0,205.0,2.0,60.0,,,2.0,183.0,,,,,1.0,389.0,3.0,82.0,,,,,,,,,2.0,191.0,1.0,311.0,1.0,236.0,,,,,3.0,44.0,7.0,11.0,1.0,369.0,1.0,557.0,,,,,,,,,4.0,93.0,1.0,335.0,1.0,750.0,,,,,,,,,56.0,191.0
state,2.0,76.0,,,1.0,246.0,1.0,228.0,,,3.0,69.0,,,3.0,71.0,3.0,54.0,,,,,,,10.0,13.0,,,1.0,116.0,1.0,260.0,5.0,23.0,5.0,13.0,2.0,91.0,2.0,71.0,4.0,60.0,,,,,1.0,264.0,1.0,648.0,,,1.0,150.0,1.0,379.0,2.0,100.0,1.0,571.0,1.0,591.0,,,,,2.0,52.0,1.0,190.0,,,1.0,582.0,1.0,201.0,2.0,208.0,1.0,181.0,5.0,52.0,2.0,101.0,5.0,43.0,3.0,134.0,4.0,52.0,,,1.0,411.0,,,1.0,346.0,,,93.0,96.0
add,2.0,77.0,,,1.0,371.0,,,2.0,108.0,,,2.0,142.0,,,,,2.0,92.0,,,,,,,2.0,141.0,,,,,,,,,2.0,143.0,,,,,,,,,1.0,366.0,1.0,314.0,2.0,159.0,,,2.0,146.0,1.0,351.0,,,2.0,197.0,,,,,,,1.0,191.0,,,,,1.0,347.0,,,,,2.0,193.0,1.0,441.0,,,2.0,239.0,,,1.0,593.0,1.0,461.0,,,3.0,137.0,,,35.0,332.0
personal,2.0,78.0,3.0,74.0,1.0,546.0,2.0,145.0,5.0,23.0,3.0,89.0,4.0,32.0,,,3.0,61.0,4.0,33.0,,,1.0,225.0,3.0,107.0,5.0,20.0,2.0,53.0,3.0,104.0,2.0,140.0,1.0,315.0,1.0,313.0,,,5.0,46.0,6.0,29.0,,,2.0,104.0,3.0,81.0,5.0,44.0,,,7.0,25.0,1.0,608.0,5.0,36.0,1.0,403.0,1.0,470.0,1.0,183.0,1.0,146.0,1.0,297.0,,,2.0,119.0,2.0,108.0,7.0,25.0,,,5.0,48.0,2.0,94.0,1.0,432.0,4.0,108.0,6.0,25.0,10.0,16.0,8.0,19.0,1.0,167.0,4.0,83.0,3.0,64.0,166.0,26.0
mail,2.0,79.0,5.0,24.0,1.0,488.0,,,3.0,59.0,2.0,119.0,2.0,167.0,2.0,115.0,2.0,67.0,2.0,111.0,,,7.0,28.0,1.0,601.0,,,1.0,280.0,2.0,145.0,,,,,,,43.0,2.0,2.0,174.0,9.0,16.0,4.0,36.0,4.0,51.0,3.0,99.0,3.0,86.0,3.0,42.0,10.0,7.0,,,1.0,355.0,1.0,471.0,6.0,19.0,5.0,9.0,2.0,82.0,1.0,186.0,1.0,276.0,6.0,18.0,1.0,221.0,3.0,109.0,,,3.0,110.0,6.0,13.0,5.0,41.0,7.0,36.0,2.0,181.0,,,3.0,116.0,3.0,28.0,2.0,246.0,,,187.0,23.0
respond,2.0,80.0,7.0,14.0,1.0,490.0,3.0,44.0,,,,,1.0,188.0,,,,,1.0,300.0,1.0,132.0,2.0,164.0,1.0,641.0,1.0,361.0,,,,,,,1.0,310.0,,,2.0,96.0,,,,,1.0,397.0,,,2.0,186.0,,,,,,,,,1.0,287.0,4.0,69.0,,,,,,,1.0,197.0,1.0,233.0,,,,,3.0,108.0,1.0,209.0,3.0,105.0,7.0,11.0,,,1.0,421.0,2.0,134.0,,,1.0,457.0,,,4.0,94.0,,,56.0,192.0
include,2.0,81.0,3.0,71.0,2.0,122.0,3.0,53.0,2.0,77.0,5.0,30.0,2.0,104.0,2.0,172.0,,,,,,,3.0,87.0,4.0,73.0,2.0,105.0,1.0,124.0,5.0,36.0,2.0,122.0,,,2.0,94.0,4.0,25.0,4.0,62.0,3.0,90.0,2.0,92.0,2.0,143.0,1.0,377.0,1.0,461.0,1.0,166.0,1.0,383.0,1.0,191.0,1.0,229.0,9.0,11.0,2.0,85.0,1.0,208.0,,,8.0,7.0,3.0,36.0,3.0,65.0,2.0,98.0,2.0,190.0,2.0,72.0,7.0,36.0,2.0,106.0,9.0,16.0,1.0,534.0,,,,,,,2.0,54.0,6.0,51.0,3.0,55.0,136.0,44.0
salary,2.0,82.0,,,,,,,,,,,1.0,517.0,2.0,120.0,1.0,298.0,,,,,,,,,,,,,,,,,,,,,,,2.0,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,332.0,1.0,289.0,1.0,513.0,,,,,,,,,,,,,1.0,221.0,12.0,989.0
starting,2.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,769.0,1.0,394.0,,,,,,,,,,,,,1.0,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,223.0,6.0,1672.0
telephone,2.0,84.0,6.0,18.0,2.0,164.0,1.0,284.0,,,3.0,76.0,3.0,47.0,2.0,168.0,4.0,22.0,,,,,2.0,123.0,7.0,27.0,,,,,2.0,144.0,1.0,209.0,,,1.0,550.0,3.0,32.0,3.0,92.0,1.0,400.0,3.0,45.0,6.0,23.0,1.0,612.0,,,,,,,,,1.0,188.0,3.0,133.0,,,1.0,184.0,1.0,159.0,3.0,53.0,1.0,436.0,1.0,256.0,,,1.0,383.0,1.0,202.0,5.0,54.0,1.0,555.0,2.0,175.0,3.0,136.0,,,,,1.0,364.0,6.0,9.0,4.0,88.0,1.0,181.0,93.0,95.0
number,2.0,85.0,2.0,109.0,,,1.0,553.0,2.0,76.0,4.0,52.0,1.0,231.0,2.0,114.0,2.0,83.0,,,,,3.0,88.0,12.0,8.0,,,,,5.0,32.0,6.0,16.0,1.0,289.0,4.0,33.0,3.0,38.0,5.0,43.0,1.0,401.0,10.0,5.0,2.0,145.0,1.0,309.0,,,1.0,384.0,1.0,394.0,4.0,31.0,2.0,130.0,4.0,70.0,,,1.0,367.0,,,11.0,2.0,2.0,72.0,4.0,34.0,1.0,218.0,2.0,191.0,2.0,69.0,6.0,43.0,4.0,31.0,3.0,98.0,2.0,231.0,1.0,362.0,,,,,9.0,3.0,4.0,90.0,,,152.0,33.0
large,2.0,86.0,1.0,243.0,1.0,518.0,,,,,1.0,425.0,1.0,606.0,,,1.0,343.0,,,,,2.0,122.0,1.0,637.0,,,,,1.0,614.0,2.0,162.0,,,1.0,196.0,1.0,330.0,1.0,395.0,,,,,,,1.0,458.0,,,,,,,,,1.0,203.0,2.0,246.0,,,,,1.0,440.0,1.0,266.0,1.0,450.0,1.0,601.0,,,,,,,,,3.0,72.0,3.0,129.0,,,1.0,794.0,,,,,,,3.0,127.0,,,36.0,323.0
check,2.0,87.0,,,4.0,42.0,,,,,3.0,83.0,1.0,254.0,1.0,430.0,,,,,,,9.0,19.0,7.0,31.0,,,3.0,27.0,5.0,39.0,7.0,13.0,,,3.0,68.0,5.0,17.0,3.0,118.0,1.0,463.0,3.0,66.0,,,4.0,62.0,1.0,286.0,,,2.0,183.0,3.0,66.0,,,1.0,497.0,,,1.0,398.0,1.0,365.0,7.0,13.0,1.0,343.0,2.0,153.0,,,1.0,471.0,1.0,255.0,2.0,173.0,2.0,153.0,4.0,79.0,2.0,331.0,3.0,73.0,,,2.0,215.0,2.0,95.0,2.0,188.0,,,113.0,67.0
